baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Arcobacter	683.371712230133	-1.2525249497295	0.947673032149418	-1.32168470267498	0.186273164649704	0.997000488191416
Dictyostelium	678.872942414807	1.25975527132216	0.947639072633378	1.32936189283695	0.183728603711224	0.997000488191416
Myxococcus	678.783765405504	0.0999950430683831	0.891903776947436	0.112114160353283	0.910732889875458	0.998557641529947
Herpetosiphon	672.074955089213	0.0394302162390817	0.89168428565455	0.0442199294901082	0.96472909615476	0.998557641529947
Cronobacter	672.06068365211	-1.03406816123884	0.932054543814818	-1.10945026565343	0.267235988267402	0.997000488191416
Taeniopygia	669.229612975434	2.26786292216636	1.02483549174849	2.21290435433409	0.0269042404414948	0.737696915331308
Pinus	661.137149887872	-1.64303162640969	0.978089983619642	-1.67983687996608	0.092989057450525	0.997000488191416
Nitrosomonas	659.737216631643	-0.964695134432793	0.927664849490626	-1.03991774072554	0.298378119462836	0.997000488191416
Rhodococcus	659.481295750825	0.669516946192663	0.909837070138913	0.735864659911518	0.461813066136733	0.997000488191416
Polaromonas	658.532570121136	-1.01675730454074	0.931159693426935	-1.0919258122082	0.274865711106875	0.997000488191416
Caulobacter	657.072889826482	-0.750926545523977	0.914705893362864	-0.820948625096574	0.411675532242985	0.997000488191416
Erysipelothrix	652.990627408173	-1.75184510018932	0.986603458716368	-1.77563243338775	0.0757935205824783	0.939424776312953
Mesoplasma	648.644095172746	-0.539145322851439	0.904303020267616	-0.596199847581938	0.551041727440211	0.997000488191416
Agrobacterium	647.638466327775	-0.673248756674661	0.910694347922696	-0.739269721186202	0.459743231576029	0.997000488191416
Croceibacter	645.178427446794	-0.272443209710933	0.895390595285993	-0.30427303027894	0.760919890375603	0.997000488191416
Magnetococcus	637.283860073585	-0.099091640470591	0.892754859271475	-0.110995352690047	0.911620031977591	0.998557641529947
Psychromonas	631.733568424321	-0.436669105371586	0.90057210474913	-0.484879670454847	0.627761703969371	0.997000488191416
Nitrosococcus	621.4439794672	0.780069443972614	0.916504140346203	0.851135755565652	0.394693945316218	0.997000488191416
Marinobacter	614.823041675896	-0.329573844365306	0.897502395700459	-0.36721221686332	0.713460727197572	0.997000488191416
Marivirga	608.556855195329	0.0336570960854593	0.892934139625778	0.0376926971339283	0.969932698703697	0.998557641529947
Opitutus	603.581648411428	-0.318898833851388	0.897455057563379	-0.355336828472736	0.722337268195539	0.997000488191416
Novosphingobium	597.864847745162	-0.265032739333098	0.89621769762258	-0.295723617192739	0.767441159542627	0.997000488191416
Populus	594.388639501922	-0.573396098413971	0.906936111600641	-0.632234278776253	0.527233801249094	0.997000488191416
Methylibium	589.758530608142	-1.59504923862824	0.975512731696532	-1.63508807912149	0.102030584789913	0.997000488191416
Tolumonas	584.824833651235	-0.62257963453001	0.909458838240459	-0.684560541227486	0.493621273827841	0.997000488191416
Phytophthora	580.5114623065	2.69727833809082	1.05577756481089	2.55477898753603	0.0106255240970257	0.705002593496263
Bos	578.972493277673	0.489325238997277	0.90332542988519	0.541693195839144	0.588029877839675	0.997000488191416
Aquifex	577.954784576586	0.032595780656681	0.893637756298657	0.0364753843791122	0.970903306064758	0.998557641529947
Crocosphaera	577.462067123053	1.40470426881489	0.960222012649978	1.46289529953416	0.143496030405885	0.997000488191416
Desulfomicrobium	575.373712279925	0.0503234550832018	0.893755628751335	0.0563056091221586	0.955098350492434	0.998557641529947
Methylobacterium	575.218630876882	-0.411236138454054	0.900931290983295	-0.456456716033498	0.648061589403049	0.997000488191416
Hahella	572.627670305091	0.197120215216453	0.895299722588459	0.220172317988155	0.825736954703404	0.998557641529947
Chromobacterium	571.999647998776	-0.156323057932697	0.894858247312035	-0.174690302516916	0.861322988075411	0.998557641529947
Pyrococcus	567.788655470644	-0.0324540137162714	0.893916803573175	-0.036305407378568	0.971038838319271	0.998557641529947
Dokdonia	567.009282681101	-0.24510240279589	0.896521188638383	-0.27339276070892	0.784551317017957	0.997000488191416
Cupriavidus	562.967877847628	-1.22305296468393	0.947704983908268	-1.29054187268293	0.196862583219306	0.997000488191416
Dethiobacter	561.862948863711	0.736678813528029	0.91534890687633	0.804806569379079	0.420931310129485	0.997000488191416
Catenulispora	557.319825398247	0.193722749751794	0.895629580906474	0.216297846656344	0.828755587459439	0.998557641529947
Salinispora	556.260606870165	-1.73456249543662	0.986948432004075	-1.75750063447029	0.0788325137975626	0.942625685746614
Monosiga	555.627731692851	2.09536692032713	1.01367117028572	2.06710714652811	0.0387240588517187	0.802815854242949
Sphaerobacter	550.529299912283	0.0325178421921716	0.894335050951446	0.0363597984419566	0.970995469163902	0.998557641529947
Archaeoglobus	545.096310758884	-0.546138923488565	0.906927420975582	-0.602185920126975	0.547050386846754	0.997000488191416
Coprothermobacter	540.381408017773	-1.0024318663013	0.932773232867152	-1.07467906558599	0.282518439485954	0.997000488191416
Nitratiruptor	537.720812132427	-0.0850247984189461	0.895000507395808	-0.0949997209122748	0.924315048598879	0.998557641529947
Polynucleobacter	533.912472951855	-1.16519627943963	0.944191201947555	-1.23406813899157	0.21717751467919	0.997000488191416
Methanocaldococcus	531.848930063118	-0.523532311928052	0.90632420971122	-0.577643525703528	0.563504814524913	0.997000488191416
Calditerrivibrio	528.935726829125	-1.26933553203593	0.951913697045557	-1.3334565265481	0.182382032913762	0.997000488191416
Denitrovibrio	526.56267337646	-0.30069900588733	0.898900721461008	-0.334518594443439	0.737988261944382	0.997000488191416
Tomato	524.771749241144	-3.54194681295128	1.13264175117472	-3.12715543928849	0.00176506580112284	0.499077958028893
Thermobaculum	524.706497089562	-0.114390234213413	0.895634852235562	-0.127719721857504	0.898370782129455	0.998557641529947
Methylobacillus	523.778852494448	-0.86100171804358	0.92410984537043	-0.931709279321061	0.351486789627911	0.997000488191416
Proteus	523.498119659239	-0.851749293709546	0.923555293891187	-0.922250459007059	0.356397948597495	0.997000488191416
Variovorax	516.883104368737	-0.48549661823438	0.905212917853427	-0.536334169187135	0.591727619559196	0.997000488191416
Aromatoleum	515.865395667649	-1.02618126949483	0.934866362282563	-1.09767696314296	0.27234557255942	0.997000488191416
Haliangium	514.336732301598	0.938329685622879	0.928619632874377	1.01045643706503	0.312276660448308	0.997000488191416
Thermobifida	513.398547189196	-0.513121663825725	0.906425430445479	-0.566093631743697	0.571330132153219	0.997000488191416
Saccharophagus	512.808303790059	-0.189793835392936	0.896992976679938	-0.211588987123874	0.832427701812473	0.998557641529947
Truepera	506.762216009605	1.6846354041887	0.983231166434468	1.71336656291904	0.0866451237284879	0.995248042827226
Sulfurimonas	505.731775210243	-0.718010312551288	0.916411422869943	-0.7835021417593	0.433332296472353	0.997000488191416
Nocardioides	505.005339861652	-0.547976276992974	0.90815232104898	-0.603396879897882	0.546244697376394	0.997000488191416
Frankia	504.359080343905	0.056038905647567	0.895751352576958	0.0625607826171297	0.950116259150963	0.998557641529947
Thermosynechococcus	499.443620598429	0.0470321172606038	0.895873064215722	0.0524986397506854	0.958131379163635	0.998557641529947
Dickeya	496.848276864665	-1.42985119147238	0.964814477114079	-1.48199599548849	0.138341360492887	0.997000488191416
Kosmotoga	493.845661766856	-0.43888975121629	0.9041788872666	-0.485401459154931	0.62739159751762	0.997000488191416
Desulfobacterium	491.839674335559	-0.422564769674399	0.903669358547834	-0.467609934626362	0.640063559148702	0.997000488191416
Meiothermus	491.647466267495	-0.304600393480537	0.900080705660216	-0.338414535013402	0.735050822268237	0.997000488191416
Deferribacter	491.603530005001	0.342682382849606	0.900816803538954	0.380412955778958	0.70363889893204	0.997000488191416
Stigmatella	488.049989754063	2.52328255344213	1.04559621448314	2.41324759834697	0.0158110746484086	0.705002593496263
Thioalkalivibrio	487.914032659122	-1.43788687816811	0.965671605290768	-1.48900192393578	0.136486862107645	0.997000488191416
Serratia	487.206486764121	-0.811229050898224	0.922215507219214	-0.879652363843186	0.379047662578974	0.997000488191416
Aggregatibacter	478.348687469605	-1.09778746304157	0.94097399939838	-1.1666501558422	0.243351679542688	0.997000488191416
Aspergillus	476.005063987818	1.10617864691348	0.940791128054198	1.17579621440664	0.239676319506439	0.997000488191416
Methanospirillum	473.641246568126	-0.0890933133542638	0.897058383125718	-0.0993171849571556	0.920886434253035	0.998557641529947
Rhodopirellula	466.105396279982	-0.501131019379391	0.907492033111074	-0.552215337540108	0.580800827340125	0.997000488191416
Idiomarina	465.026401201641	-1.19626672661806	0.948381207461223	-1.26137751065356	0.207172867000764	0.997000488191416
Pantoea	464.990813875448	-0.834803855538098	0.924342098697178	-0.903133003154049	0.366455309986985	0.997000488191416
Verminephrobacter	463.939057186998	-1.55197643475692	0.975147406963139	-1.59153008424663	0.111490330505985	0.997000488191416
Neurospora	463.453149330937	0.170859261796384	0.898185097915943	0.190227228433013	0.849131075461837	0.998557641529947
Lachancea	460.476468138703	-2.13495153880038	1.01975693370546	-2.09358864670101	0.0362966397936639	0.774887232134587
Wolinella	460.007258155246	-0.951075257143358	0.931821838173473	-1.0206621246478	0.307414544964117	0.997000488191416
Chloroherpeton	457.161263799309	0.250096695265896	0.899767012014439	0.277957173275299	0.781045234490164	0.997000488191416
Flavobacteriaceae	450.959442373653	0.0689859261493138	0.89768892748514	0.0768483647699396	0.938744174945745	0.998557641529947
Equus	450.314722194735	0.362531382176284	0.90283364792052	0.401548372738761	0.68801643143534	0.997000488191416
Oxalobacter	447.251707816343	-0.645903486702811	0.914680551505471	-0.70615198458054	0.480093626467116	0.997000488191416
Mesorhizobium	441.170919806367	-0.283278316329302	0.901407852357672	-0.314262090782075	0.75332198789375	0.997000488191416
Persephonella	439.111107837446	1.29926469308383	0.955806776276578	1.35933823167191	0.174039434454979	0.997000488191416
Thermodesulfovibrio	438.991613760595	0.283179251603593	0.901187365141337	0.314229052200683	0.75334707890136	0.997000488191416
Xenopus	436.692813637972	-0.094229207759161	0.898528369248713	-0.104870598396296	0.916478489373383	0.998557641529947
Oryza	432.820109402488	-0.664878133017822	0.916196746172828	-0.725693619623924	0.468026614065995	0.997000488191416
Psychrobacter	430.307133080554	-0.547078262190731	0.910793436276647	-0.600661182218446	0.54806567856019	0.997000488191416
Microcystis	429.113027087335	0.200986138683351	0.899998095893022	0.223318404339426	0.823287704337003	0.998557641529947
Riemerella	428.881500773264	-0.119677371749097	0.899102471837085	-0.133107599520405	0.894108285082791	0.998557641529947
Vanderwaltozyma	428.860419738688	-2.03137933576423	1.01295083703628	-2.00540762837779	0.0449194868567395	0.867762814277923
Enterobacteria	425.443071437203	0.3190067762109	0.902617063607742	0.35342426935276	0.723770393985732	0.997000488191416
Scardovia	418.154558239062	1.58830682717404	0.978342929912407	1.62346635173849	0.104489750702576	0.997000488191416
Trichodesmium	417.65526604257	-0.491163639015029	0.909039987437758	-0.540310267757786	0.588983078542436	0.997000488191416
Thiobacillus	417.307976571463	-1.01615173459416	0.93768136171522	-1.08368554189389	0.278504248256919	0.997000488191416
Janthinobacterium	414.160168345741	-1.47076134319164	0.970576221369844	-1.5153486257018	0.129684140240778	0.997000488191416
Photorhabdus	411.817431960624	-1.04008477829949	0.939310041782833	-1.1072859141646	0.268170332411398	0.997000488191416
Herminiimonas	411.633572828862	-1.35141567152535	0.961691542210576	-1.40524857733379	0.159947373639272	0.997000488191416
Tobacco	408.323873602624	-3.58973821249643	1.12556861704727	-3.1892664366509	0.00142634348291879	0.499077958028893
Leptothrix	405.367386348295	-0.755312677872375	0.922154629711068	-0.819073779534167	0.412744320677488	0.997000488191416
Thermomonospora	402.08095973762	1.29134638407189	0.956565704933206	1.34998189608111	0.177021790079267	0.997000488191416
Methylococcus	398.095571022758	-0.408828829678827	0.906968915526933	-0.450763882510024	0.652159734804556	0.997000488191416
Roseobacter	394.890207339597	-0.021509227578992	0.900056236708993	-0.0238976485043194	0.980934249970207	0.99996197636161
Anabaena	393.547829540807	0.130643961056908	0.900722783445889	0.145043473372689	0.884676547899789	0.998557641529947
Acidobacterium	390.762469319966	-0.15279465544023	0.90129946105393	-0.169527068463527	0.865382082933313	0.998557641529947
Erythrobacter	384.725617572484	-0.566589805661583	0.913764370374098	-0.620061171163436	0.535217514569953	0.997000488191416
Thiomonas	383.455953764907	-1.84814442649296	1.00067417660583	-1.84689929019819	0.0647617376430469	0.902417655681802
Ostreococcus	383.036602544745	0.865033781440415	0.928669277075597	0.931476686904544	0.351607038501345	0.997000488191416
Sorghum	378.803641885367	1.59644801921025	0.980429998293565	1.62831412950324	0.103458294980819	0.997000488191416
Pepper	378.220442938215	-3.02788020319293	1.08282169837667	-2.79628696740398	0.00516934780218294	0.541482490761652
Desulfurispirillum	377.652819912483	-0.346485784962831	0.906099558999686	-0.382392620679944	0.702170163099642	0.997000488191416
Colwellia	376.655540003814	-1.04450437063596	0.94121385389862	-1.10974181511407	0.267110298509795	0.997000488191416
Bdellovibrio	376.50945977923	-0.329503928901427	0.905687315110954	-0.363816433556939	0.715995090209279	0.997000488191416
Coccidioides	375.916137702435	1.05029263460359	0.940601280643348	1.11661833363146	0.264157549293748	0.997000488191416
Homo	375.410688150628	0.680655573398322	0.918909125533401	0.74072131235308	0.458862434280051	0.997000488191416
Sphingobacterium	374.117516872976	0.45627190680378	0.909325871302611	0.501769410948541	0.615829732577327	0.997000488191416
Synechocystis	373.009744065915	0.0704604045511221	0.901353630756659	0.0781717653835517	0.937691421231716	0.998557641529947
Nitrobacter	370.202415713827	0.198300733669413	0.902850694008212	0.219638457372233	0.826152738012231	0.998557641529947
Laribacter	366.873827034	-1.58002228110625	0.980943165339035	-1.61071745737701	0.107241318951663	0.997000488191416
Conexibacter	366.435586360248	0.653191789369635	0.918033798147014	0.71151170108122	0.476767202500313	0.997000488191416
Sulfurovum	365.877199367488	-0.259608362969025	0.904542903423661	-0.287005029818285	0.774108468947335	0.997000488191416
Achromobacter	364.709679522002	-1.29063145507283	0.95929518810248	-1.34539552692404	0.178497539007574	0.997000488191416
Ruegeria	360.878485113512	0.0613068242998565	0.902014103028387	0.0679665917572989	0.945812228679911	0.998557641529947
Rickettsia	358.076427020068	0.690118720381547	0.92031862385228	0.749869341438338	0.453333400976821	0.997000488191416
Candida	354.93388905299	0.754252300004164	0.923840009650374	0.8164317329032	0.414253253440788	0.997000488191416
Acidothermus	354.849982302331	-0.865962324051446	0.931130708834323	-0.930011561035871	0.352365098668121	0.997000488191416
Sanguibacter	353.807226792339	-0.17710765380451	0.903744588543024	-0.195970914846677	0.844632931157867	0.998557641529947
Jonquetella	352.585882409229	0.69090967406895	0.920672431819542	0.750440276248407	0.452989581219791	0.997000488191416
Borrelia	350.88940554186	0.256699999787862	0.905047884562763	0.283631401350522	0.77669287013298	0.997000488191416
Chlamydophila	350.526957536979	0.131884553805135	0.903167292293139	0.146024501695893	0.883902046189381	0.998557641529947
Chelativorans	346.914557344286	-0.619910707195922	0.91834744947483	-0.675028506422517	0.499657654007827	0.997000488191416
Sulfurospirillum	346.412838712294	0.00914723128406348	0.902799680645422	0.0101320719093786	0.991915914571993	0.99996197636161
Coxiella	343.559382516726	-0.433180877517176	0.910886054023025	-0.475559896437086	0.634387951920038	0.997000488191416
Schizosaccharomyces	343.435922665547	2.21273250639279	1.02793687815008	2.15259570254442	0.0313504665819877	0.774887232134587
Thauera	339.091164623461	-1.24586014208536	0.95743582188757	-1.30124663565352	0.193174046922529	0.997000488191416
Thiomicrospira	338.186140401752	-0.761499953482878	0.92613760574101	-0.822231975855894	0.4109448833518	0.997000488191416
Cellvibrio	336.245170267523	0.406719767300965	0.9099286846559	0.446979828374979	0.654889624372358	0.997000488191416
Jonesia	335.460527219336	-0.472415134440255	0.912842466778729	-0.517520987062894	0.60479252236092	0.997000488191416
Streptosporangium	334.904331807562	0.0773096467759355	0.90376587903675	0.0855416746407083	0.931830765296094	0.998557641529947
Carnobacterium	334.574392451216	0.51944241566897	0.91405687128975	0.568282381528435	0.569843240353342	0.997000488191416
Sorangium	327.758167914191	-0.315300090042094	0.908341219125394	-0.347116351656576	0.728503909523676	0.997000488191416
Sideroxydans	327.522023583633	0.842764759121665	0.930450965891467	0.905759454303119	0.365063185947583	0.997000488191416
Nautilia	326.774507200467	-1.09402719546059	0.947532964886814	-1.15460594618074	0.248251830572551	0.997000488191416
Natrialba	323.61154044097	-1.07967796554291	0.946765725348497	-1.14038556385793	0.254125704516366	0.997000488191416
Gloeobacter	309.149624959568	-0.0364069400030318	0.905580137729023	-0.040202891479413	0.967931372428271	0.998557641529947
Methanococcoides	308.567730496732	-0.0451831497279154	0.90566317659384	-0.0498895736247633	0.960210386000345	0.998557641529947
Methanoculleus	308.097868271117	-0.976867575618648	0.94098025153707	-1.03813823300006	0.299205703887186	0.997000488191416
Bartonella	307.298718931313	0.866677374163677	0.933233978038188	0.928681761015149	0.353054035701682	0.997000488191416
Erwinia	306.728252082436	-0.826555703640127	0.932014118710134	-0.886848908237617	0.37516025192067	0.997000488191416
Kineococcus	306.617759184045	-0.46844634710078	0.914826117025571	-0.512060530829473	0.608608646624881	0.997000488191416
Acidiphilium	305.453970258373	-0.48821060947259	0.915664617148716	-0.533176231044972	0.593911593479612	0.997000488191416
Desulfurivibrio	302.153272210595	-0.170651910231539	0.907392712696528	-0.188068416071369	0.850823019605628	0.998557641529947
Hydra	301.44045605695	0.129241969603805	0.906715705417911	0.142538580540232	0.886654607597864	0.998557641529947
Nitrosospira	299.013812921174	-1.3188392735948	0.965347963916501	-1.36618019915239	0.171882410844801	0.997000488191416
Nematostella	298.371284323242	0.940018360179422	0.938453700635098	1.00166727409489	0.3165043174521	0.997000488191416
Reinekea	298.24344131009	0.0877704682861339	0.906652681914168	0.0968071567392584	0.922879540376601	0.998557641529947
Sodalis	297.315796714976	-1.24577313116064	0.960200092959866	-1.29740992559215	0.194490179174936	0.997000488191416
Oscillochloris	295.757051135889	-2.52635766197294	1.05399798519383	-2.39692835988519	0.0165331558555636	0.705002593496263
Paracoccus	295.197777046458	-0.229482406073096	0.908987026577436	-0.252459495420033	0.800685918256564	0.997000488191416
Thermomicrobium	294.675629622048	0.462532353786137	0.91491489404014	0.50554686211704	0.613174792904	0.997000488191416
Trichoplax	294.4871524738	2.1668857702046	1.02701226176418	2.10989279376507	0.0348675911112264	0.774887232134587
Blastopirellula	293.404426475643	-0.355186994515841	0.912204433738102	-0.389372142229487	0.697000876543023	0.997000488191416
Thalassiosira	291.713872109075	2.72337121417106	1.06492818552663	2.55732851396386	0.0105479551124513	0.705002593496263
Alcanivorax	291.287946145953	0.0344093959010106	0.90704089531746	0.0379358814786047	0.969738804346452	0.998557641529947
Herbaspirillum	290.722749555721	-1.16579869796045	0.955067276836831	-1.22064563013986	0.222220221726814	0.997000488191416
Saccharopolyspora	288.487427391338	0.211365496834486	0.908915798342443	0.232546840114283	0.816113311002534	0.998557641529947
Xanthobacter	287.444671881347	1.07687043098489	0.94793666732233	1.13601516652664	0.255950216918336	0.997000488191416
Teredinibacter	287.412163232812	0.376652061390223	0.912791435763574	0.412637593466402	0.679872153758209	0.997000488191416
Trypanosoma	286.886284888587	-0.112262445470936	0.908026373145095	-0.123633463510643	0.901605495693924	0.998557641529947
Alteromonas	286.55634553224	0.399091906244899	0.913536591581498	0.436864718854883	0.662209459959032	0.997000488191416
Desulfohalobium	284.455023736325	0.233107540359416	0.909657604265637	0.256258551862052	0.797751199690994	0.997000488191416
Dichelobacter	284.225036761083	-0.864558690682734	0.936083751552355	-0.923591173598508	0.355699211018918	0.997000488191416
Beutenbergia	280.972005895613	-0.412229967062075	0.915107402124367	-0.450471678084023	0.652370371346663	0.997000488191416
Comamonas	279.796137113825	-1.11054094839728	0.95217533259293	-1.1663198051698	0.243485168636205	0.997000488191416
Delftia	279.65159622807	-0.776564689677225	0.931472179327618	-0.833696064049693	0.404452276645747	0.997000488191416
Anaerobaculum	279.083973202338	1.95782155968279	1.01274674598727	1.93317980772598	0.0532140513237311	0.886900855395519
Scheffersomyces	278.483189285913	1.08368710330306	0.949115799833159	1.14178596910257	0.253542995910507	0.997000488191416
Parvibaculum	272.965406285183	1.02637725903645	0.945894636124627	1.0850862451674	0.27788345878714	0.997000488191416
Salinibacter	268.189217166819	0.0265564545964574	0.909275921762469	0.0292061561962208	0.976700171394977	0.99903146291905
Azospirillum	265.37353987843	0.845973406158145	0.935545704682606	0.904256630033004	0.365859338101433	0.997000488191416
Alkalilimnicola	263.515172010545	-0.755636005052282	0.931908196854882	-0.810848115299871	0.417452899277281	0.997000488191416
Sphingomonas	262.833325166605	0.99681015249422	0.944817226103726	1.05502961308708	0.291411781378342	0.997000488191416
Rothia	261.892061376546	-0.505280351337479	0.920394077507336	-0.548982619168854	0.58301737773401	0.997000488191416
Clavibacter	261.864822986655	-0.568349289745083	0.922988487377881	-0.615770724681201	0.538045851598463	0.997000488191416
Limnobacter	260.346934992404	-1.50369280304677	0.98211117897367	-1.53108205592178	0.125749114047043	0.997000488191416
Stenotrophomonas	258.96216026995	-0.612245836581804	0.92525108195836	-0.661707776970055	0.50815851964173	0.997000488191416
Lodderomyces	258.712396744447	0.815319772217252	0.934480648793337	0.872484382924405	0.382944184210637	0.997000488191416
Brachybacterium	258.422662730779	-1.24247199709721	0.963299187064212	-1.28980903729797	0.197116969374717	0.997000488191416
Methylacidiphilum	256.549788571278	0.481590528385983	0.91926686647443	0.523885441703101	0.600358221128786	0.997000488191416
Gallus	256.308373982076	1.33211876416087	0.968290943388384	1.37574225314896	0.168901445427842	0.997000488191416
Providencia	253.759158091793	-0.641498279377071	0.927188021736087	-0.691875072087229	0.489015786464255	0.997000488191416
Chromohalobacter	252.10353880926	-1.18927802891564	0.960207458189397	-1.23856362369668	0.215507146435539	0.997000488191416
marine	250.613541447057	0.802065720594117	0.934600651374957	0.858190842702861	0.390787091704211	0.997000488191416
Planctomyces	246.301944295664	0.152831049774749	0.912558724025286	0.167475304055626	0.866996077594128	0.998557641529947
Hyphomonas	245.993973070565	0.106801203947665	0.912161146042618	0.117085894757761	0.906791987202911	0.998557641529947
Cellulomonas	240.510238057199	0.111753580902042	0.912889392894196	0.122417438270087	0.902568428636252	0.998557641529947
Desulfarculus	239.270004220499	0.619359545102076	0.926820516015078	0.668262661863648	0.503965942834495	0.997000488191416
Methanoplanus	237.534209107123	-0.841476269737557	0.939608871594536	-0.895560158249202	0.37048772261704	0.997000488191416
Entamoeba	233.85436518186	0.817579323367691	0.9373832194803	0.872193257119505	0.383102957388761	0.997000488191416
Zymomonas	231.417833770955	0.488283674426146	0.922538586753556	0.52928265704791	0.596609384598257	0.997000488191416
Stackebrandtia	231.303609952748	-0.543435202473666	0.925619301335483	-0.587104440983024	0.557133565144262	0.997000488191416
Hydrogenobaculum	228.127023998306	-0.554117201605959	0.926496935203211	-0.598077749155666	0.549788056311749	0.997000488191416
Aster	227.434636637079	-0.102255238313268	0.914789035133616	-0.111780131140655	0.910997741831425	0.998557641529947
Methylotenera	223.102610693268	-0.891875190196452	0.944425712045443	-0.944357167346517	0.344987161725033	0.997000488191416
Naegleria	220.224107688796	0.691572084932568	0.932664173784576	0.741501715592118	0.458389291947803	0.997000488191416
Lutiella	220.10834453176	0.373802080062384	0.920466863708646	0.40610052876461	0.684668737257283	0.997000488191416
Methanothermobacter	218.122785892881	0.473473445957644	0.923880636197109	0.512483352726779	0.608312768267662	0.997000488191416
Granulibacter	218.054689918154	0.287645181217231	0.918621035900854	0.313127143811974	0.754184067527512	0.997000488191416
Pelodictyon	218.028990867092	-0.564381000793569	0.928387006149157	-0.6079156613087	0.543243411843948	0.997000488191416
Mucilaginibacter	217.821624265254	0.439757886495768	0.922793758129456	0.476550564653988	0.63368219278804	0.997000488191416
Ochrobactrum	215.871652952566	-0.151294310876012	0.917067463342423	-0.164976206139286	0.868962710168016	0.998557641529947
Ferrimonas	213.634139207198	-0.761985398107187	0.93850053859973	-0.811917912422396	0.416838735434277	0.997000488191416
Catonella	213.152849367624	0.309677550459735	0.919867910587801	0.336654368410187	0.736377466003383	0.997000488191416
Xylella	210.956193207091	-0.177062938428279	0.918217431484952	-0.192833344649023	0.847089488306514	0.998557641529947
Roseovarius	210.49160124012	-0.676966691533768	0.934667315623965	-0.72428625695747	0.468890012427563	0.997000488191416
Phaeodactylum	209.979994332997	2.40839342752995	1.05008942902367	2.29351268659964	0.0218185058129451	0.705002593496263
Azotobacter	209.059159335356	0.168227400352308	0.918047426868546	0.183244781727814	0.85460595845926	0.998557641529947
Thermobispora	207.641875964367	0.243253547207214	0.919408794995115	0.264576049882693	0.791336072237266	0.997000488191416
Volvox	201.863788920847	0.236557220153642	0.920281211774598	0.257048842383171	0.797141068690492	0.997000488191416
Gallionella	200.400377706378	-0.673511359578545	0.936173135125931	-0.719430342858478	0.471875806815889	0.997000488191416
Saccharomonospora	200.056819155086	0.0190005473531114	0.918673361616744	0.0206825931250177	0.98349885472478	0.99996197636161
Ashbya	199.995532777832	-0.160389774534519	0.9198731545075	-0.174360751532521	0.861581957534912	0.998557641529947
Danio	198.109039423385	2.4294106413086	1.05272076419459	2.30774458331055	0.0210133467994908	0.705002593496263
Magnaporthe	196.899122654234	0.960406005983728	0.950987923207275	1.00990347253274	0.312541538818346	0.997000488191416
Cryptosporidium	196.150719174396	3.00840715509564	1.08895530725226	2.7626543854097	0.00573334401982926	0.541482490761652
Chthoniobacter	196.089432797142	2.48231251578866	1.05643750169297	2.34970124764664	0.0187884843651679	0.705002593496263
Halorhodospira	195.9427003304	-0.197775617559023	0.921182642505294	-0.214697507783194	0.830003165773774	0.998557641529947
Microscilla	195.098962485945	0.748202568544995	0.939389048020267	0.796477849216796	0.425754345325269	0.997000488191416
Anopheles	194.392955929773	1.29433099126629	0.97301181448563	1.33023152648	0.183441999832158	0.997000488191416
Gluconacetobacter	193.545487165503	0.409084831799951	0.925893795885298	0.441826949935228	0.658614435148699	0.997000488191416
Botryotinia	191.671960763843	-0.927676291747936	0.951527234892201	-0.974934040488114	0.329592979400716	0.997000488191416
gamma	191.294354225188	-0.293336337177583	0.923981681395651	-0.317469862318597	0.750887103996756	0.997000488191416
Brevibacterium	190.986383000089	-0.353424938385158	0.925617446095111	-0.381826141972741	0.702590326775367	0.997000488191416
delta	190.210741130361	0.831069285489476	0.94459658434928	0.879813985418958	0.378960087097366	0.997000488191416
Nocardia	187.733352134619	0.299534596101943	0.924157100681394	0.324116533737707	0.745849809917088	0.997000488191416
Ketogulonicigenium	186.882804692691	1.3351233450599	0.977041910496107	1.36649547037545	0.171783501630165	0.997000488191416
Ureaplasma	186.373624221069	-1.32665610920459	0.978680037479211	-1.35555652347999	0.175240312830013	0.997000488191416
Gemmatimonas	185.28166218994	0.780383818423461	0.942818696696358	0.827713558458196	0.407832738755087	0.997000488191416
Methanosaeta	183.722916610853	-0.518192762904449	0.932578711079379	-0.55565579264048	0.578446182842592	0.997000488191416
Sphingobium	183.244705448936	-1.17408519573116	0.968758419907356	-1.21194837805223	0.2255321417244	0.997000488191416
Chlamydomonas	182.945735402296	1.82633720467639	1.01281596974852	1.80322710070405	0.0713525559840762	0.939424776312953
Aliivibrio	181.448276200463	0.525095993410459	0.932156288431747	0.563313255434747	0.573221593481422	0.997000488191416
Oceanicola	180.550061576226	1.46335866409284	0.987110222324758	1.48246733849687	0.138215987982885	0.997000488191416
Weissella	176.2143047126	-1.66009563677957	1.00444229785176	-1.65275361295524	0.0983810182285623	0.997000488191416
Allochromatium	175.787491652807	-0.0474404510421531	0.923772343093104	-0.0513551324596993	0.959042536675009	0.998557641529947
Methylovorus	174.276413256029	-1.31884009456775	0.980394491060077	-1.34521369366501	0.178556235296816	0.997000488191416
Aerococcus	173.589296153446	0.326483942481335	0.927792126578499	0.35189341785572	0.72491819568423	0.997000488191416
Actinosynnema	172.377840045466	0.135676689121132	0.924961138528962	0.146683664285517	0.883381713134533	0.998557641529947
