baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Thalassiobium	12.151687744821	1.01722125511326	1.13762407293808	0.894162913137146	0.371234732075516	0.997000488191416
Neorickettsia	11.535745294622	-0.397420863632426	1.13648549546552	-0.349692860329586	0.726569212427912	0.997000488191416
Birmingham	11.5153165022039	-1.21307505956406	1.14196284261666	-1.06227191839662	0.288112258888483	0.997000488191416
Marchantia	10.7207851788864	1.92105485516521	1.13735401569499	1.68905620295483	0.0912086598950864	0.997000488191416
Nanoarchaeum	10.1320811185781	1.25783681646448	1.14234079606964	1.10110469729543	0.270851092893572	0.997000488191416
Odontoglossum	10.0707947413239	-1.42598484559142	1.14035488272578	-1.25047462609438	0.21112621871765	0.997000488191416
Oltmannsiellopsis	9.85134828336931	1.84179466435661	1.13516151997736	1.62249568184212	0.10469725695451	0.997000488191416
Paprika	9.79687150358783	-0.730011566940048	1.14213812387078	-0.639162244638146	0.522717390666883	0.997000488191416
Cenarchaeum	9.20816744327953	-1.33942915336266	1.13860708741293	-1.17637521158069	0.239444972807313	0.997000488191416
Chondrus	8.98191138785223	1.75475281239128	1.13215120319057	1.54992796672929	0.121158806250997	0.997000488191416
Aeromicrobium	8.97510179037955	1.26374312024731	1.14108299819939	1.10749447870266	0.268080198122909	0.997000488191416
Desulfurococcus	8.65351137033466	-0.285534763335093	1.14234081835113	-0.249955843954905	0.802621496292224	0.997000488191416
Verticillium	8.08523610244441	0.107094878979934	1.1421700401074	0.0937643916573606	0.925296318367012	0.998557641529947
Callithrix	7.818122462181	1.27190260400225	1.13618658768381	1.11944870480746	0.262948762609295	0.997000488191416
Obuda	7.78407447481758	-0.463810092178358	1.14093003443375	-0.406519311597007	0.684361070496597	0.997000488191416
Thermoproteus	7.22941840187271	0.630767196948888	1.13908861944408	0.553747255640854	0.579751829748923	0.997000488191416
Methanothermococcus	6.94868556666393	1.15217571861812	1.13162504911079	1.01816031690309	0.308601774661198	0.997000488191416
Glaciecola	6.64752393903709	0.413134799867184	1.13674503057753	0.363436644765705	0.716278731902436	0.997000488191416
Encephalitozoon	6.35317190888295	0.12199778552366	1.13519499593221	0.1074685723253	0.914417256549398	0.998557641529947
Listonella	5.75765825110196	-0.898189144113143	1.11662075376646	-0.80438156024189	0.421176647309194	0.997000488191416
Hemiselmis	5.50416380578392	1.29817735500992	1.10253878253343	1.17744371043978	0.239018452178703	0.997000488191416
Zea	5.50416380578392	1.29817735500992	1.10253878253343	1.17744371043978	0.239018452178703	0.997000488191416
Odontella	5.4701158184205	-0.852173094882495	1.11264406691324	-0.765899104865258	0.443736338582118	0.997000488191416
Rickettsiella	5.4701158184205	-0.852173094882495	1.11264406691324	-0.765899104865258	0.443736338582118	0.997000488191416
Stigeoclonium	4.62110771532148	0.142607867847502	1.10942156399178	0.128542541875956	0.897719633898712	0.998557641529947
Silene	4.3403748801127	0.696456557395612	1.09507792962365	0.635988123361199	0.524784163083603	0.997000488191416
Nicotiana	4.32675568516733	-0.207478887182241	1.0999123458955	-0.188632201426305	0.850381092778944	0.998557641529947
Paulinella	4.05283244743123	0.822458531801069	1.08091469020789	0.760891251873808	0.446722024148106	0.997000488191416
Rhodomonas	4.05283244743123	0.822458531801069	1.08091469020789	0.760891251873808	0.446722024148106	0.997000488191416
Emiliania	4.03921325248586	-0.141536424159061	1.09160648522277	-0.129658834089995	0.896836353191599	0.998557641529947
Human	3.76529001474977	0.969522373202874	1.05977115251485	0.914841256909277	0.360274972398569	0.997000488191416
Naumovia	3.76529001474977	0.969522373202874	1.05977115251485	0.914841256909277	0.360274972398569	0.997000488191416
Apple	3.74486122233172	-0.531006822073649	1.07174040573962	-0.49546216530597	0.620273922573798	0.997000488191416
Spiroplasma	3.74486122233172	-0.531006822073649	1.07174040573962	-0.49546216530597	0.620273922573798	0.997000488191416
Ornithobacterium	3.16977635696879	-0.401901337733422	1.04705675078476	-0.383839116105408	0.701097694201919	0.997000488191416
Acanthamoeba	2.89585311923269	0.764992591151797	1.01891585515853	0.750790742217644	0.452778601833483	0.997000488191416
Chrysodidymus	2.89585311923269	0.764992591151797	1.01891585515853	0.750790742217644	0.452778601833483	0.997000488191416
Cyanophora	2.88904352176001	0.173677364382127	1.03769006501851	0.167369208048675	0.867079551823265	0.998557641529947
Youcai	2.88223392428732	-0.331770427550678	1.0311079030184	-0.321761114020632	0.747633675407763	0.997000488191416
Chlorella	2.59469149160586	-0.257252046103178	1.01195685267744	-0.254212465109099	0.799331421100413	0.997000488191416
IncP-1	2.59469149160586	-0.257252046103178	1.01195685267744	-0.254212465109099	0.799331421100413	0.997000488191416
Oenothera	2.3071490589244	-0.177591101017614	0.988725429552259	-0.179616196478364	0.857453888530133	0.998557641529947
Ribgrass	2.3071490589244	-0.177591101017614	0.988725429552259	-0.179616196478364	0.857453888530133	0.998557641529947
Turnip	2.3071490589244	-0.177591101017614	0.988725429552259	-0.179616196478364	0.857453888530133	0.998557641529947
Welwitschia	2.3071490589244	-0.177591101017614	0.988725429552259	-0.179616196478364	0.857453888530133	0.998557641529947
Brassica	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Cafeteria	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Citrullus	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Lymphocystis	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Ochromonas	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Pylaiella	2.02641622371562	0.523311869958611	0.949564590827204	0.55110718640291	0.581560199359332	0.997000488191416
Acidilobus	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
Beet	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
endophytic	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
Parietaria	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
Pseudendoclonium	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
Solanum	1.73206419356147	0.002340631765677	0.924506151235131	0.00253176440475808	0.997979946427887	0.99996197636161
Apricot	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Beta	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Cucurbita	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Invertebrate	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Monomastix	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Scenedesmus	1.44452176088	0.107819525531298	0.878791280386461	0.122690709315963	0.902352021172164	0.998557641529947
Acidianus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Agrostis	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Andrias	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Atropa	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Aureoumbra	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Bathycoccus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Bigelowiella	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Brachypodium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Buxus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Caiman	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Carica	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Ceratophyllum	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Chaetosphaeridium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Chara	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Chloranthus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Chromerida	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Coffea	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Cuscuta	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Cyprinid	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Erodium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Eucalyptus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Euglena	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Garlic	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Heterosigma	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Huperzia	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Hypocrea	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Kryptoperidinium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Lachnum	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Leptospirillum	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Mesostigma	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Morus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Mycosphaerella	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Nosema	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Pelargonium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Phaseolus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Prototheca	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Prunus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Pyramimonas	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Red	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Staurastrum	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Strawberry	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Stx2-converting	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Synchytrium	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Tachyglossus	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Trichophyton	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
Triticum	1.15697932819854	0.2320640565515	0.817353452806881	0.283921302044503	0.776470691310336	0.997000488191416
